442441	2025-03-31 06:31:55	90.355094909667969	79.774505615234375	94.940002441406236	5045	60.864482879638672	3645.36669921875	53.354217529296875	22.804729461669918	5.1948990821838379	60.000003814697266	55	55.221385955810547	55	55.369064331054688	55	55.660140991210938	2	61.506273999999998	28.825159072875977	36.486961364746094	8.7844095230102539	8.7030715942382812	0	1	0	1	0	1	3669.3661299999999	60.802413000000001	0	0	0	1	90.684807000000006	90.545452999999995	90.545452999999995	60.000003999999997	59.750008000000001	94.496202999999994	4903.9563049999997	3653.9718480000001	53.366337000000001	22.799005000000001	5.12521	94.458703999999997	4891.4565359999997	61.456878000000003	3654.0275190000002	53.368372000000001	22.795541	5.1245469999999997	60.000067000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	1.6172219999999999	0	23.820321	0	1.6172219999999999	11.320551999999999	0.0093679999999999996	0.047253999999999997	2.914631	3.4002349999999999	100	99.497197999999997	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.49719800000003	4	90.545452999999995	3792.0526540000001	0.45272699999999999	-400699.85542899999	100	99.459699000000001	0	0	15	15	59.126463999999999	30	60	20	40	10	30	10	70	40	0	0	0	698.58616300000006	4	90.684807000000006	3792.0909790000001	0.45342399999999999	-400698.94512799999	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442442	2025-03-31 06:32:55	92.237373352050781	79.770217895507812	94.940002441406236	5045	61.195964813232422	3985.411865234375	51.877433776855469	22.785467147827148	5.25885009765625	60.000003814697266	55	55.223526000976562	55	55.364784240722656	55	55.658000946044922	2	61.504131999999998	27.375932693481445	39.233512878417969	8.7675704956054688	8.8151473999023438	0	1	1	0	0	1	3697.1182450000001	60.925083000000001	0	0	0	1	90.710098000000002	90.510097999999999	90.510097999999999	60.000003999999997	60.249996000000003	94.435953999999995	4885.3428899999999	3680.4920099999999	51.888737999999996	22.781943999999999	5.1874029999999998	94.473451999999995	4897.8425100000004	65.238684000000006	3680.26721	51.891744000000003	22.776972000000001	5.1864520000000001	60.152569	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	0.91228200000000004	0	-6.1136460000000001	0	0.91228200000000004	6.385974	0.014748000000000001	-0.023498999999999999	2.8268520000000001	4.5222239999999996	100	99.436948000000001	0	0	15	15	59.909058000000002	30	60	20	30	10	40	10	70	40	0	0	0	699.34600599999999	4	90.510097999999999	3817.1490090000002	0.45255000000000001	-400699.70412000001	100	99.474446999999998	0	0	14.841105000000001	15	56.857357999999998	30	60	20	40	10	30	10	70	40	0	0	0	696.172911	4	90.710098000000002	3816.998396	0.45355000000000001	-400696.53198799997	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442443	2025-03-31 06:33:55	90.06683349609375	79.774505615234375	94.940002441406236	5045	61.184642791748047	3694.421630859375	52.352569580078125	22.619596481323239	5.3353633880615234	60.000003814697266	55	55.223526000976562	55	55.366924285888672	55	55.666561126708984	2	61.507879000000003	28.663105010986328	35.498569488525391	8.7569789886474609	8.8375606536865234	0	1	0	1	0	1	3703.1395400000001	61.048067000000003	0	0	0	1	90.634238999999994	90.523060000000001	90.523060000000001	60.000003999999997	59.750008000000001	94.512721999999997	4912.790156	3688.5752349999998	52.365006999999999	22.613073	5.2692940000000004	94.475222000000002	4900.290387	60.918398000000003	3688.6449400000001	52.366622999999997	22.610309000000001	5.2687650000000001	60.000703000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	0.34969699999999998	0	14.947647	0	0.34969699999999998	2.4478770000000001	0.0017700000000000001	0.045282000000000003	2.6963979999999999	3.0022959999999999	100	99.513717	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.51371700000004	4	90.523060000000001	3825.645411	0.45261499999999999	-400699.87181899999	100	99.476217000000005	0	0	15	15	59.449556000000001	30	60	20	40	10	30	10	70	40	0	0	0	698.92577300000005	4	90.634238999999994	3825.6930769999999	0.45317099999999999	-400699.28446900001	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442444	2025-03-31 06:34:55	90.080467224121094	79.778778076171875	94.940002441406236	5045	61.249332427978509	3770.572021484375	53.543632507324219	22.865726470947266	5.3125238418579102	60.000003814697266	55	55.217105865478509	55	55.362644195556641	55	55.662281036376953	2	61.505201999999997	28.518531799316406	36.361328125	8.7905340194702148	8.7193899154663086	0	1	1	0	0	1	3690.1552459999998	61.075090000000003	0	0	0	1	90.515831000000006	90.519255000000001	90.519255000000001	60.000003999999997	59.974345999999997	94.485870000000006	4908.4097419999998	3675.7376909999998	53.557899999999997	22.856209	5.2461479999999998	94.482022000000001	4907.1268570000002	59.815187000000002	3675.7522399999998	53.557845999999998	22.856293999999998	5.2461640000000003	60.000754000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	0.97663800000000001	0	8.1193550000000005	0	0.97663800000000001	6.8364690000000001	0.0067990000000000004	0.0036089999999999998	2.5595620000000001	2.4977070000000001	100	99.486864999999995	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.48686499999997	4	90.519255000000001	3814.2499400000002	0.452596	-400699.84497600002	100	99.483016000000006	0	0	15	15	60	30	60	20	40	10	30	10	70	40	0	0	0	699.48301600000002	4	90.515831000000006	3814.2597460000002	0.45257900000000001	-400699.84111400001	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442445	2025-03-31 06:35:55	90.156303405761719	79.776641845703125	94.940002441406236	5045	61.746833801269531	3724.470703125	53.48583984375	22.800449371337891	5.329653263092041	60.000003814697266	55	55.223526000976562	55	55.369064331054688	55	55.660140991210938	2	61.507342999999999	29.133049011230469	35.588508605957031	8.8095302581787109	8.771265983581543	0	1	0	1	0	1	3684.8188749999999	61.248251000000003	0	0	0	1	90.316292000000004	90.118751000000003	90.118751000000003	60.000003999999997	59.776499999999999	94.526674999999997	4923.9651700000004	3670.0245620000001	53.497205999999998	22.796482000000001	5.2675700000000001	94.49315	4912.7899639999996	62.696738000000003	3670.0379630000002	53.500107999999997	22.791571000000001	5.2666300000000001	60.000754000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	0.80901500000000004	0	16.838312999999999	0	0.80901500000000004	5.6631080000000003	0.011128000000000001	0.047352999999999999	2.3761079999999999	3.2747700000000002	100	99.527670999999998	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	99.014743999999993	798.54241400000001	4	90.118751000000003	3808.520172	0.45059399999999999	-400798.89848099998	100	99.494145000000003	0	0	15	15	58.382541000000003	30	60	20	40	10	30	10	70	40	1	100	100	797.87668599999995	4	90.316292000000004	3808.5303090000002	0.45158100000000001	-400798.23377400002	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442446	2025-03-31 06:36:55	90.713928222656236	79.772361755371094	94.940002441406236	5045	62.040714263916016	3763.380859375	53.800460815429688	22.939565658569336	5.1926150321960449	60.000003814697266	55	55.219245910644531	55	55.364784240722656	55	55.664421081542969	2	61.505203000000002	29.121816635131836	36.0562744140625	8.7904653549194336	8.7178220748901367	0	1	1	0	0	1	3697.2609320000001	61.483497999999997	0	0	0	1	90.418884000000006	90.251654000000002	90.251654000000002	60.000003999999997	59.753799999999998	94.533473000000001	4927.5928400000003	3682.0204659999999	53.812131000000001	22.934739	5.1329900000000004	94.496543000000003	4915.282639	62.001036999999997	3682.0603430000001	53.814579999999999	22.930582000000001	5.1321940000000001	60.000543	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	0.35609600000000002	0	14.802875999999999	0	0.35609600000000002	2.4926750000000002	0.0033930000000000002	0.048637	2.2213479999999999	2.8881790000000001	100	99.534469000000001	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.53446899999994	4	90.251654000000002	3821.162421	0.45125799999999999	-400699.89119400003	100	99.497538000000006	0	0	15	15	58.799965999999998	30	60	20	40	10	30	10	70	40	0	0	0	698.297504	4	90.418884000000006	3821.1902909999999	0.452094	-400698.65510199999	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442447	2025-03-31 06:37:55	90.915306091308594	79.772361755371094	94.940002441406236	5045	62.085308074951165	3761.582763671875	53.036384582519531	22.78974723815918	5.2325849533081055	60.000003814697266	55	55.219245910644531	55	55.362644195556641	55	55.658000946044922	2	61.503062999999997	28.916290283203125	36.537227630615234	8.797541618347168	8.7249488830566406	0	1	0	1	0	1	3695.2775879999999	61.661366000000001	0	0	0	1	90.296004999999994	90.101961000000003	90.101961000000003	60.000003999999997	59.855741000000002	94.518891999999994	4930.2010259999997	3680.2412330000002	53.048057	22.785789000000001	5.1685970000000001	94.497253000000001	4922.9878680000002	63.001824999999997	3680.2167199999999	53.050919	22.780964999999998	5.1676739999999999	60.000585000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	1.1007469999999999	0	14.918386999999999	0	1.1007469999999999	7.7052290000000001	0.00071000000000000002	0.035222999999999997	2.0477439999999998	3.0481579999999999	100	99.519887999999995	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.51988800000004	4	90.101961000000003	3818.714817	0.45051000000000002	-400699.875879	100	99.498248000000004	0	0	15	15	58.199486999999998	30	60	20	40	10	30	10	70	40	0	0	0	697.69773499999997	4	90.296004999999994	3818.699325	0.45147999999999999	-400698.054718	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442448	2025-03-31 06:38:55	90.142585754394531	79.774505615234375	94.940002441406236	5045	62.102191925048835	3391.7451171875	52.423198699951165	22.728750228881836	5.2485723495483398	60.000003814697266	55	55.223526000976562	55	55.369064331054688	55	55.668701171875	2	61.508949000000001	28.670087814331055	35.674217224121094	8.7999868392944336	8.7102746963500977	0	1	1	0	0	1	3667.554009	61.844875999999999	0	0	0	1	89.912941000000004	89.714742999999999	89.714742999999999	60.000003999999997	59.956150000000001	94.521539000000004	4932.6460980000002	3652.6456199999998	52.434880999999997	22.726333	5.1796179999999996	94.514961	4930.4534240000003	63.561691000000003	3652.5687779999998	52.437818999999998	22.721406999999999	5.1786760000000003	60.000928000000002	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	1.066508	0	9.6582290000000004	0	1.066508	7.4655550000000002	0.017708000000000002	0.020452000000000001	1.8350770000000001	3.021998	100	99.522533999999993	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.52253399999995	4	89.714742999999999	3790.7113140000001	0.44857399999999997	-400699.87658600003	100	99.515956000000003	0	0	15	15	57.863563999999997	30	60	20	40	10	30	10	70	40	0	0	0	697.37951999999996	4	89.912941000000004	3790.6605279999999	0.44956499999999999	-400697.73456999997	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442449	2025-03-31 06:39:55	89.640373229980469	79.780921936035156	94.940002441406236	5045	62.156017303466797	3529.792236328125	52.137474060058594	22.626016616821289	5.3627710342407227	60.000003814697266	55	55.229946136474609	55	55.366924285888672	55	55.675121307373047	2	61.513227999999998	27.182491302490231	35.644989013671875	8.8384952545166016	8.7563190460205078	0	1	0	1	0	1	3696.304877	62.026212999999998	0	0	0	1	89.865386999999998	89.743176000000005	89.743176000000005	60.000003999999997	59.751680999999998	94.567280999999994	4948.2604719999999	3682.057753	52.150398000000003	22.622553	5.2889869999999997	94.530033000000003	4935.8443070000003	61.131385999999999	3682.1211210000001	52.152177999999999	22.619515	5.288405	60.000602999999998	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	0.77012599999999998	0	17.807048000000002	0	0.77012599999999998	5.3908839999999998	0.015072	0.045803000000000003	1.620824	1.9977510000000001	100	99.568276999999995	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.56827699999997	4	89.743176000000005	3820.0514870000002	0.448716	-400699.922425	100	99.531028000000006	0	0	15	15	59.321762	30	60	20	40	10	30	10	70	40	0	0	0	698.85278900000003	4	89.865386999999998	3820.0948790000002	0.44932699999999998	-400699.20758599997	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442450	2025-03-31 06:40:55	87.178932189941406	79.770217895507812	94.940002441406236	5045	62.012348175048835	3735.0009765625	53.001075744628906	23.038017272949219	5.2577085494995117	60.000003814697266	55	55.221385955810547	55	55.364784240722656	55	55.658000946044922	2	61.503596999999999	28.361581802368164	34.017860412597656	8.8087644577026367	8.6284694671630859	0	1	1	0	0	1	3706.2642420000002	62.079315999999999	0	0	0	1	89.709816000000004	89.727920999999995	89.727920999999995	60.000003999999997	59.861345999999998	94.557941	4948.5724209999998	3692.9876640000002	53.015673999999997	23.031527000000001	5.1873680000000002	94.537142000000003	4941.6395080000002	59.023741999999999	3693.0660910000001	53.015385999999999	23.031977000000001	5.1874539999999998	60.000745000000002	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	0.82788600000000001	0	12.728114	0	0.82788600000000001	5.7952009999999996	0.0071089999999999999	0.019531	1.4039299999999999	1.078263	100	99.558936000000003	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.55893600000002	4	89.727920999999995	3832.2349650000001	0.44863999999999998	-400699.91301800002	100	99.538137000000006	0	0	15	15	60	30	60	20	40	10	30	10	70	40	0	0	0	699.53813700000001	4	89.709816000000004	3832.2877880000001	0.44854899999999998	-400699.89214900002	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
